GeoFips,GeoName,LineCode,Description,2019
55000,Wisconsin,706,        Health and personal care stores,20290
55000,Wisconsin,707,        Gasoline stations,29811
55000,Wisconsin,708,        Clothing and clothing accessories stores,19125
55000,Wisconsin,709,"        Sporting goods, hobby, musical instrument, and book stores",14152
55000,Wisconsin,711,        General merchandise stores,55934
55000,Wisconsin,712,        Miscellaneous store retailers,30664
55000,Wisconsin,713,        Nonstore retailers,51636
55000,Wisconsin,800,      Transportation and warehousing,142672
55000,Wisconsin,801,        Air transportation,2344
55000,Wisconsin,802,        Rail transportation,3183
55000,Wisconsin,803,        Water transportation,198
55000,Wisconsin,804,        Truck transportation,57466
55000,Wisconsin,805,        Transit and ground passenger transportation,30281
55000,Wisconsin,806,        Pipeline transportation,307
55000,Wisconsin,807,        Scenic and sightseeing transportation,556
55000,Wisconsin,808,        Support activities for transportation,7726
55000,Wisconsin,809,        Couriers and messengers,18236
55000,Wisconsin,811,        Warehousing and storage,22375
55000,Wisconsin,900,      Information,55163
55000,Wisconsin,901,        Publishing industries (except Internet),23014
55000,Wisconsin,902,        Motion picture and sound recording industries,4664
55000,Wisconsin,903,        Broadcasting (except Internet),4585
55000,Wisconsin,904,        Internet publishing and broadcasting 3/,(NA)
55000,Wisconsin,905,        Telecommunications,12275
55000,Wisconsin,906,"        Data processing, hosting, and related services",9348
55000,Wisconsin,907,        Other information services 3/,1277
55000,Wisconsin,1000,      Finance and insurance,190016
55000,Wisconsin,1001,        Monetary Authorities-central bank,12
55000,Wisconsin,1002,        Credit intermediation and related activities,49561
55000,Wisconsin,1003,"        Securities, commodity contracts, and other financial investments and related activities",46746
55000,Wisconsin,1004,        Insurance carriers and related activities,88763
55000,Wisconsin,1005,"        Funds, trusts, and other financial vehicles",4934
55000,Wisconsin,1100,      Real estate and rental and leasing,137861
55000,Wisconsin,1101,        Real estate,126591
55000,Wisconsin,1102,        Rental and leasing services,10583
55000,Wisconsin,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),687
55000,Wisconsin,1200,"      Professional, scientific, and technical services",183234
55000,Wisconsin,1300,      Management of companies and enterprises,69623
55000,Wisconsin,1400,      Administrative and support and waste management and remediation services,179232
55000,Wisconsin,1401,        Administrative and support services,171698
55000,Wisconsin,1402,        Waste management and remediation services,7534
55000,Wisconsin,1500,      Educational services,70541
55000,Wisconsin,1600,      Health care and social assistance,440044
55000,Wisconsin,1601,        Ambulatory health care services,143589
55000,Wisconsin,1602,        Hospitals,111796
55000,Wisconsin,1603,        Nursing and residential care facilities,80722
55000,Wisconsin,1604,        Social assistance,103937
55000,Wisconsin,1700,"      Arts, entertainment, and recreation",81306
55000,Wisconsin,1701,"        Performing arts, spectator sports, and related industries",42090
55000,Wisconsin,1702,"        Museums, historical sites, and similar institutions",2458
55000,Wisconsin,1703,"        Amusement, gambling, and recreation industries",36758
55000,Wisconsin,1800,      Accommodation and food services,264382
55000,Wisconsin,1801,        Accommodation,37808
55000,Wisconsin,1802,        Food services and drinking places,226574
55000,Wisconsin,1900,      Other services (except government and government enterprises),194966
55000,Wisconsin,1901,        Repair and maintenance,42248
55000,Wisconsin,1902,        Personal and laundry services,67546
55000,Wisconsin,1903,"        Religious, grantmaking, civic, professional, and similar organizations",71853
55000,Wisconsin,1904,        Private households,13319
55000,Wisconsin,2000,    Government and government enterprises,435720
55000,Wisconsin,2001,      Federal civilian,29389
55000,Wisconsin,2002,      Military,15890
55000,Wisconsin,2010,      State and local,390441
55000,Wisconsin,2011,        State government,114977
55000,Wisconsin,2012,        Local government,275464
56000,Wyoming,,Employment by place of work,
56000,Wyoming,10,Total employment (number of jobs),412765
56000,Wyoming,,By type,
56000,Wyoming,20,  Wage and salary employment,297577
56000,Wyoming,40,  Proprietors employment,115188
56000,Wyoming,50,    Farm proprietors employment,10669
56000,Wyoming,60,    Nonfarm proprietors employment 2/,104519
56000,Wyoming,,By industry,
56000,Wyoming,70,  Farm employment,14781
56000,Wyoming,80,  Nonfarm employment,397984
56000,Wyoming,90,    Private nonfarm employment,322676
56000,Wyoming,100,"      Forestry, fishing, and related activities",3524
56000,Wyoming,101,        Forestry and logging,(D)
56000,Wyoming,102,"        Fishing, hunting and trapping",(D)
56000,Wyoming,103,        Support activities for agriculture and forestry,2712
56000,Wyoming,200,"      Mining, quarrying, and oil and gas extraction",25285
56000,Wyoming,201,        Oil and gas extraction,6203
56000,Wyoming,202,        Mining (except oil and gas),8270
56000,Wyoming,203,        Support activities for mining,10812
56000,Wyoming,300,      Utilities,2525
56000,Wyoming,400,      Construction,31352
56000,Wyoming,401,        Construction of buildings,5795
56000,Wyoming,402,        Heavy and civil engineering construction,8179
56000,Wyoming,403,        Specialty trade contractors,17378
56000,Wyoming,500,      Manufacturing,12506
56000,Wyoming,510,        Durable goods manufacturing,6524
56000,Wyoming,511,          Wood product manufacturing,592
56000,Wyoming,512,          Nonmetallic mineral product manufacturing,1013
56000,Wyoming,513,          Primary metal manufacturing,147
56000,Wyoming,514,          Fabricated metal product manufacturing,1909
56000,Wyoming,515,          Machinery manufacturing,892
56000,Wyoming,516,          Computer and electronic product manufacturing,380
56000,Wyoming,517,"          Electrical equipment, appliance, and component manufacturing",374
56000,Wyoming,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",192
56000,Wyoming,519,          Other transportation equipment manufacturing,117
56000,Wyoming,521,          Furniture and related product manufacturing,346
56000,Wyoming,522,          Miscellaneous manufacturing,562
56000,Wyoming,530,        Nondurable goods manufacturing,5982
56000,Wyoming,531,          Food manufacturing,915
56000,Wyoming,532,          Beverage and tobacco product manufacturing,539
56000,Wyoming,533,          Textile mills,(D)
56000,Wyoming,534,          Textile product mills,219
56000,Wyoming,535,          Apparel manufacturing,(D)
56000,Wyoming,536,          Leather and allied product manufacturing,254
56000,Wyoming,537,          Paper manufacturing,0
56000,Wyoming,538,          Printing and related support activities,346
56000,Wyoming,539,          Petroleum and coal products manufacturing,1354
56000,Wyoming,541,          Chemical manufacturing,1847
56000,Wyoming,542,          Plastics and rubber products manufacturing,383
56000,Wyoming,600,      Wholesale trade,9580
56000,Wyoming,700,      Retail trade,38090
56000,Wyoming,701,        Motor vehicle and parts dealers,4789
56000,Wyoming,702,        Furniture and home furnishings stores,870
56000,Wyoming,703,        Electronics and appliance stores,725
56000,Wyoming,704,        Building material and garden equipment and supplies dealers,3490
56000,Wyoming,705,        Food and beverage stores,5007
56000,Wyoming,706,        Health and personal care stores,1408
56000,Wyoming,707,        Gasoline stations,4073
56000,Wyoming,708,        Clothing and clothing accessories stores,1664
56000,Wyoming,709,"        Sporting goods, hobby, musical instrument, and book stores",2015
56000,Wyoming,711,        General merchandise stores,5464
56000,Wyoming,712,        Miscellaneous store retailers,3652
56000,Wyoming,713,        Nonstore retailers,4933
56000,Wyoming,800,      Transportation and warehousing,15507
56000,Wyoming,801,        Air transportation,537
56000,Wyoming,802,        Rail transportation,2032
56000,Wyoming,803,        Water transportation,(D)
56000,Wyoming,804,        Truck transportation,5582
56000,Wyoming,805,        Transit and ground passenger transportation,1292
56000,Wyoming,806,        Pipeline transportation,767
56000,Wyoming,807,        Scenic and sightseeing transportation,(D)
